athlete_name,short_name,athlete_gender,athlete_birth_date,athlete_birth_place,athlete_birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
KOKHAN Mykhaylo,KOKHAN M,Male,00:00.0,,,Ukraine,UKR,Athletics,ATH,ZAPOROZHYE,Ukraine,,../../../en/results/athletics/athlete-profile-n1444828-kokhan-mykhaylo.htm
KOKKALANIS Byron,KOKKALANIS B,Male,00:00.0,ATHENS,Greece,Greece,GRE,Sailing,SAL,,,1.86/6'1'',../../../en/results/sailing/athlete-profile-n1454471-kokkalanis-byron.htm
KOKUMAI Sakura,KOKUMAI S,Female,00:00.0,"HONOLULU, HI",United States of America,United States of America,USA,Karate,KTE,"LOS ANGELES, CA",United States of America,,../../../en/results/karate/athlete-profile-n1320193-kokumai-sakura.htm
KOLAK Sara,KOLAK S,Female,00:00.0,,,Croatia,CRO,Athletics,ATH,OSLO,Norway,,../../../en/results/athletics/athlete-profile-n1391193-kolak-sara.htm
KOLASINAC Asmir,KOLASINAC A,Male,00:00.0,SKOPJE,North Macedonia,Serbia,SRB,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1344830-kolasinac-asmir.htm
KOLESNICHENKO Svetlana,KOLESNICHENKO S,Female,00:00.0,GATCHINA,Russian Federation,ROC,ROC,Artistic Swimming,SWA,MOSCOW,Russian Federation,,../../../en/results/artistic-swimming/athlete-profile-n1431699-kolesnichenko-svetlana.htm
KOLESNIKOV Kliment,KOLESNIKOV K,Male,00:00.0,MOSCOW,Russian Federation,ROC,ROC,Swimming,SWM,MOSCOW,Russian Federation,,../../../en/results/swimming/athlete-profile-n1431507-kolesnikov-kliment.htm
KOLIADENKO Iryna,KOLIADENKO I,Female,00:00.0,,Ukraine,Ukraine,UKR,Wrestling,WRE,IRPEN',Ukraine,,../../../en/results/wrestling/athlete-profile-n1483815-koliadenko-iryna.htm
KOLJONEN Kalle,KOLJONEN K,Male,00:00.0,HELSINKI,Finland,Finland,FIN,Badminton,BDM,,,,../../../en/results/badminton/athlete-profile-n1317193-koljonen-kalle.htm
KOLO MUANI Randal,KOLO MUANI R,Male,00:00.0,BONDY,France,France,FRA,Football,FBL,,,1.87/6'1'',../../../en/results/football/athlete-profile-n1406163-kolo-muani-randal.htm
KOLOBOVA Violetta,KOLOBOVA V,Female,00:00.0,DZERZHINSK,Russian Federation,ROC,ROC,Fencing,FEN,MOSCOW,Russian Federation,,../../../en/results/fencing/athlete-profile-n1428176-kolobova-violetta.htm
KOLODIY Oleg,KOLODIY O,Male,00:00.0,MYKOLAYIV,Ukraine,Ukraine,UKR,Diving,DIV,KIEV,Ukraine,1.68/5'6'',../../../en/results/diving/athlete-profile-n1432051-kolodiy-oleg.htm
KOLODZINSKI Pawel,KOLODZINSKI P,Male,00:00.0,GDANSK,Poland,Poland,POL,Sailing,SAL,GDANSK,Poland,1.90/6'2'',../../../en/results/sailing/athlete-profile-n1315751-kolodzinski-pawel.htm
KOLOMVOS Christodoulos,KOLOMVOS C,Male,00:00.0,PATRAS,Greece,Greece,GRE,Water Polo,WPO,,,1.86/6'1'',../../../en/results/water-polo/athlete-profile-n1466630-kolomvos-christodoulos.htm
KOLOTHUM THODI Irfan,KOLOTHUM THODI I,Male,00:00.0,KIZHUPARAMBA,India,India,IND,Athletics,ATH,BENGALURU,India,,../../../en/results/athletics/athlete-profile-n1305388-kolothum-thodi-irfan.htm
KOLOZSVARY Mark,KOLOZSVARY M,Male,00:00.0,"TAVARES, FL",United States of America,United States of America,USA,Baseball/Softball,BSB,,,1.73/5'8'',../../../en/results/baseball-softball/athlete-profile-n1888996-kolozsvary-mark.htm
KOMAR Polina,KOMAR P,Female,00:00.0,MOSCOW,Russian Federation,ROC,ROC,Artistic Swimming,SWA,MOSCOW,Russian Federation,,../../../en/results/artistic-swimming/athlete-profile-n1431704-komar-polina.htm
KOMINAMI Takuto,KOMINAMI T,Male,00:00.0,SAPPORO,Japan,Japan,JPN,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1313139-kominami-takuto.htm
KOMISSAROV Sergei,KOMISSAROV S,Male,00:00.0,DOLGOPRUDNY,Russian Federation,ROC,ROC,Sailing,SAL,DOLGOPRUDNY,Russian Federation,,../../../en/results/sailing/athlete-profile-n1435603-komissarov-sergei.htm
KONANYKHINA Anna,KONANYKHINA A,Female,00:00.0,,,ROC,ROC,Diving,DIV,ST. PETERSBURG,Russian Federation,,../../../en/results/diving/athlete-profile-n1406341-konanykhina-anna.htm
KONDE Nassira,KONDE N,Female,00:00.0,,,France,FRA,Rugby Sevens,RUG,,,1.73/5'8'',../../../en/results/rugby-sevens/athlete-profile-n1400608-konde-nassira.htm
KONDIROLLI Olt,KONDIROLLI O,Male,00:00.0,,,Kosovo,KOS,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1331801-kondirolli-olt.htm
KONDO Maharu,KONDO M,,,,,,JPN,,HBL,,,,../../../en/results/handball/athlete-profile-n1438120-kondo-maharu.htm
KONDO YOSHIDA Ai,KONDO YOSHIDA A,Female,00:00.0,HACHIOJI,Japan,Japan,JPN,Sailing,SAL,,,1.61/5'3'',../../../en/results/sailing/athlete-profile-n1315569-kondo-yoshida-ai.htm
KONDOH Kensuke,KONDOH K,Male,00:00.0,CHIBA,Japan,Japan,JPN,Baseball/Softball,BSB,,,1.71/5'7'',../../../en/results/baseball-softball/athlete-profile-n1336458-kondoh-kensuke.htm
KONDRATEV Ilya,KONDRATEV I,Male,00:00.0,,,ROC,ROC,Rowing,ROW,KALUGA,Russian Federation,,../../../en/results/rowing/athlete-profile-n1435237-kondratev-ilya.htm
KONDRICZ Kata,KONDRICZ K,Female,00:00.0,,,Hungary,HUN,Fencing,FEN,,,,../../../en/results/fencing/athlete-profile-n1343515-kondricz-kata.htm
KONG Heeyong,KONG H,Female,00:00.0,,,Republic of Korea,KOR,Badminton,BDM,,,,../../../en/results/badminton/athlete-profile-n1329880-kong-heeyong.htm
KONG Man Wai Vivian,KONG MWV,Female,00:00.0,"Hong Kong, China",,"Hong Kong, China",HKG,Fencing,FEN,,,,../../../en/results/fencing/athlete-profile-n1431000-kong-man-wai-vivian.htm
KONIECZEK Alicja,KONIECZEK A,Female,00:00.0,NOWY TOMYSL,Poland,Poland,POL,Athletics,ATH,"BOULDER, CO",United States of America,,../../../en/results/athletics/athlete-profile-n1324400-konieczek-alicja.htm
KONIECZEK Aneta,KONIECZEK A,Female,00:00.0,,,Poland,POL,Athletics,ATH,"EUGENE, OR",United States of America,,../../../en/results/athletics/athlete-profile-n1798962-konieczek-aneta.htm
KONING Josine,KONING J,Female,00:00.0,,,Netherlands,NED,Hockey,HOC,UTRECHT,Netherlands,,../../../en/results/hockey/athlete-profile-n1467366-koning-josine.htm
KONISHI Anna,KONISHI A,Female,00:00.0,TOYOOKA,Japan,Japan,JPN,Swimming,SWM,TOYOTA,Japan,1.59/5'2'',../../../en/results/swimming/athlete-profile-n1476132-konishi-anna.htm
KONNAI Mitsunori,KONNAI M,Male,00:00.0,,Japan,Japan,JPN,Weightlifting,WLF,SETAGAYA,Japan,1.67/5'5'',../../../en/results/weightlifting/athlete-profile-n1316456-konnai-mitsunori.htm
KONONENKO Valeriya,KONONENKO V,,,,,,UKR,,CRD,,,,../../../en/results/cycling-road/athlete-profile-n1436007-kononenko-valeriya.htm
KONOTOP Kamila,KONOTOP K,Female,00:00.0,LYMAN,Ukraine,Ukraine,UKR,Weightlifting,WLF,KHARKIV,Ukraine,,../../../en/results/weightlifting/athlete-profile-n1481359-konotop-kamila.htm
KONRAD Patrick,KONRAD P,Male,00:00.0,MODLING,Austria,Austria,AUT,Cycling Road,CRD,EISENSTADT,Austria,1.80/5'10'',../../../en/results/cycling-road/athlete-profile-n1334467-konrad-patrick.htm
KONSTANTINOU Dimitris,KONSTANTINOU D,Male,00:00.0,PAPHOS,Cyprus,Cyprus,CYP,Shooting,SHO,PAPHOS,Cyprus,1.68/5'6'',../../../en/results/shooting/athlete-profile-n1463975-konstantinou-dimitris.htm
KONTAVEIT Anett,KONTAVEIT A,Female,00:00.0,TALLINN,Estonia,Estonia,EST,Tennis,TEN,TALLINN,Estonia,1.74/5'8'',../../../en/results/tennis/athlete-profile-n1325483-kontaveit-anett.htm
KONTIDES Pavlos,KONTIDES P,Male,00:00.0,LIMASSOL,Cyprus,Cyprus,CYP,Sailing,SAL,LIMASSOL,Cyprus,1.83/6'0'',../../../en/results/sailing/athlete-profile-n1464964-kontides-pavlos.htm
KOOLEN Sanne Anne Leonie,KOOLEN SAL,Female,00:00.0,,,Netherlands,NED,Hockey,HOC,AMSTERDAM,Netherlands,1.79/5'10'',../../../en/results/hockey/athlete-profile-n1467367-koolen-sanne-anne-leonie.htm
KOOLHAAS Ilse,KOOLHAAS I,Female,00:00.0,OUDERKERK AAN DE AMSTEL,Netherlands,Netherlands,NED,Water Polo,WPO,OUDERKERK AAN DE AMSTEL,Netherlands,,../../../en/results/water-polo/athlete-profile-n1467431-koolhaas-ilse.htm
KOOLHOF Wesley,KOOLHOF W,Male,00:00.0,ZEVENAAR,Netherlands,Netherlands,NED,Tennis,TEN,DUIVEN,Netherlands,,../../../en/results/tennis/athlete-profile-n1466105-koolhof-wesley.htm
KOP Lize,KOP L,Female,00:00.0,WORMERVEER,Netherlands,Netherlands,NED,Football,FBL,,,1.73/5'8'',../../../en/results/football/athlete-profile-n1451128-kop-lize.htm
KOPASZ Balint,KOPASZ B,Male,00:00.0,,,Hungary,HUN,Canoe Sprint,CSP,,,1.80/5'10'',../../../en/results/canoe-sprint/athlete-profile-n1302960-kopasz-balint.htm
KOPECKY Lotte,KOPECKY L,Female,00:00.0,RUMST,Belgium,Belgium,BEL,Cycling Road,CRD,ASSENEDE,Belgium,,../../../en/results/cycling-road/athlete-profile-n1393561-kopecky-lotte.htm
KOPECKY Lotte,KOPECKY L,Female,00:00.0,RUMST,Belgium,Belgium,BEL,Cycling Track,CTR,ASSENEDE,Belgium,,../../../en/results/cycling-track/athlete-profile-n1393561-kopecky-lotte.htm
KOPP Leo,KOPP L,Male,00:00.0,,,Germany,GER,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1347116-kopp-leo.htm
KOPPU Harukiirario,KOPPU H,Male,00:00.0,,,Japan,JPN,Water Polo,WPO,,,,../../../en/results/water-polo/athlete-profile-n1316484-koppu-harukiirario.htm
KOPRON Malwina,KOPRON M,Female,00:00.0,,,Poland,POL,Athletics,ATH,PULAWY,Poland,,../../../en/results/athletics/athlete-profile-n1324434-kopron-malwina.htm
KORA Salome,KORA S,Female,00:00.0,SANKT GALLEN,Switzerland,Switzerland,SUI,Athletics,ATH,SANKT GALLEN,Switzerland,,../../../en/results/athletics/athlete-profile-n1465814-kora-salome.htm
KORAKAKI Anna,KORAKAKI A,Female,00:00.0,THESSALONIKI,Greece,Greece,GRE,Shooting,SHO,,,1.75/5'8'',../../../en/results/shooting/athlete-profile-n1449902-korakaki-anna.htm
KORBAJ BARRERA Nalek,KORBAJ BARRERA N,Male,00:00.0,MERIDA,Venezuela,Venezuela,VEN,Boxing,BOX,VENEZUELA,,1.74/5'8'',../../../en/results/boxing/athlete-profile-n1322446-korbaj-barrera-nalek.htm
KORDA Jessica,KORDA J,Female,00:00.0,"BRADENTON, FL",United States of America,United States of America,USA,Golf,GLF,UNITED STATES OF AMERICA,,1.80/5'10'',../../../en/results/golf/athlete-profile-n1326363-korda-jessica.htm
KORDA Nelly,KORDA N,Female,00:00.0,"BRADENTON, FL",United States of America,United States of America,USA,Golf,GLF,UNITED STATES OF AMERICA,,1.78/5'10'',../../../en/results/golf/athlete-profile-n1326376-korda-nelly.htm
KORETZKY Victor,KORETZKY V,Male,00:00.0,BEZIERS,France,France,FRA,Cycling Mountain Bike,MTB,FRANCE,,1.80/5'10'',../../../en/results/cycling-mountain-bike/athlete-profile-n1321322-koretzky-victor.htm
KORIR Emmanuel Kipkurui,KORIR EK,Male,00:00.0,,Kenya,Kenya,KEN,Athletics,ATH,"EL PASO, TX",United States of America,,../../../en/results/athletics/athlete-profile-n1402343-korir-emmanuel-kipkurui.htm
KORKMAZ Salih,KORKMAZ S,Male,00:00.0,MALATYA,Turkey,Turkey,TUR,Athletics,ATH,ISTANBUL,Turkey,,../../../en/results/athletics/athlete-profile-n1365535-korkmaz-salih.htm
KOROBEYNIKOVA Larisa,KOROBEYNIKOVA L,Female,00:00.0,KURGAN,Russian Federation,ROC,ROC,Fencing,FEN,ROSTOV-NA-DONU,Russian Federation,,../../../en/results/fencing/athlete-profile-n1428173-korobeynikova-larisa.htm
KOROKNAI Mate,KOROKNAI M,Male,00:00.0,,,Hungary,HUN,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1311702-koroknai-mate.htm
KOROLEVA Irina,KOROLEVA I,Female,00:00.0,NOVOSIBIRSK,Russian Federation,ROC,ROC,Volleyball,VVO,KAZAN,Russian Federation,1.96/6'5'',../../../en/results/volleyball/athlete-profile-n1435857-koroleva-irina.htm
KOROSTYLOV Pavlo,KOROSTYLOV P,Male,00:00.0,LVIV,Ukraine,Ukraine,UKR,Shooting,SHO,LVIV,Ukraine,,../../../en/results/shooting/athlete-profile-n1481603-korostylov-pavlo.htm
KORPASI Balint,KORPASI B,Male,00:00.0,ESZTERGOM,Hungary,Hungary,HUN,Wrestling,WRE,,,,../../../en/results/wrestling/athlete-profile-n1334392-korpasi-balint.htm
KORREL Michael,KORREL M,Male,00:00.0,,,Netherlands,NED,Judo,JUD,HAARLEM,Netherlands,,../../../en/results/judo/athlete-profile-n1457614-korrel-michael.htm
KORSTANJE Nyls,KORSTANJE N,Male,00:00.0,SNEEK,Netherlands,Netherlands,NED,Swimming,SWM,NIJMEGEN,Netherlands,,../../../en/results/swimming/athlete-profile-n1467465-korstanje-nyls.htm
KORTE Annimari,KORTE A,Female,00:00.0,KIRKKONUMMI,Finland,Finland,FIN,Athletics,ATH,HELSINKI,Finland,,../../../en/results/athletics/athlete-profile-n1322229-korte-annimari.htm
KORZENIOWSKI Pawel,KORZENIOWSKI P,Male,00:00.0,OSWIECIM,Poland,Poland,POL,Swimming,SWM,WARSAW,Poland,,../../../en/results/swimming/athlete-profile-n1447768-korzeniowski-pawel.htm
KOS Hubert,KOS H,Male,00:00.0,,,Hungary,HUN,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1365875-kos-hubert.htm
KOSETSKAYA Evgeniya,KOSETSKAYA E,Female,00:00.0,CHELYABINSK,Russian Federation,ROC,ROC,Badminton,BDM,KAZAN,Russian Federation,,../../../en/results/badminton/athlete-profile-n1350241-kosetskaya-evgeniya.htm
KOSGEI Brigid,KOSGEI B,Female,00:00.0,KAPSOWAR,Kenya,Kenya,KEN,Athletics,ATH,ELDORET,Kenya,,../../../en/results/athletics/athlete-profile-n1337375-kosgei-brigid.htm
KOSONEN Silja,KOSONEN S,Female,00:00.0,,,Finland,FIN,Athletics,ATH,RAISIO,Finland,,../../../en/results/athletics/athlete-profile-n1382291-kosonen-silja.htm
KOSTADINOVA Antoaneta,KOSTADINOVA A,Female,00:00.0,TARGOVISHTE,Bulgaria,Bulgaria,BUL,Shooting,SHO,TARGOVISHTE,Bulgaria,1.68/5'6'',../../../en/results/shooting/athlete-profile-n1328491-kostadinova-antoaneta.htm
KOSTELECKY David,KOSTELECKY D,Male,00:00.0,BRNO,Czech Republic,Czech Republic,CZE,Shooting,SHO,BRNO,Czech Republic,1.90/6'2'',../../../en/results/shooting/athlete-profile-n1408571-kostelecky-david.htm
KOSTERINA Tatyana,KOSTERINA T,Female,00:00.0,NIZHNY NOVGOROD,Russian Federation,ROC,ROC,Equestrian,EQU,BIELEFELD,Germany,,../../../en/results/equestrian/athlete-profile-n1434887-kosterina-tatyana.htm
KOSTEVYCH Olena,KOSTEVYCH O,Female,00:00.0,KHABAROVSK,Russian Federation,Ukraine,UKR,Shooting,SHO,CHERNIHIV,Ukraine,,../../../en/results/shooting/athlete-profile-n1481602-kostevych-olena.htm
KOSZEWSKA Karolina,KOSZEWSKA K,Female,00:00.0,,,Poland,POL,Boxing,BOX,WARSAW,Poland,,../../../en/results/boxing/athlete-profile-n1311928-koszewska-karolina.htm
KOTSOIEV Zelym,KOTSOIEV Z,Male,00:00.0,BESLAN,Russian Federation,Azerbaijan,AZE,Judo,JUD,BAKU,Azerbaijan,,../../../en/results/judo/athlete-profile-n1341353-kotsoiev-zelym.htm
KOU Lei,KOU L,Male,00:00.0,BEIJING,People's Republic of China,Ukraine,UKR,Table Tennis,TTE,,,,../../../en/results/table-tennis/athlete-profile-n1462483-kou-lei.htm
KOUAME Christian,KOUAME C,Male,00:00.0,BINGERVILLE,Côte d'Ivoire,Côte d'Ivoire,CIV,Football,FBL,ITALY,,1.88/6'2'',../../../en/results/football/athlete-profile-n1383834-kouame-christian.htm
KOUAO Koffi,KOUAO K,Male,00:00.0,ABIDJAN,Côte d'Ivoire,Côte d'Ivoire,CIV,Football,FBL,,,1.73/5'8'',../../../en/results/football/athlete-profile-n1383839-kouao-koffi.htm
KOUASSI Eboue,KOUASSI E,Male,00:00.0,ABIDJAN,Côte d'Ivoire,Côte d'Ivoire,CIV,Football,FBL,,,1.85/6'0'',../../../en/results/football/athlete-profile-n1383842-kouassi-eboue.htm
KOUDINOV Mikhail,KOUDINOV M,Male,00:00.0,VLADIVOSTOK,Russian Federation,New Zealand,NZL,Artistic Gymnastics,GAR,,,1.60/5'2'',../../../en/results/artistic-gymnastics/athlete-profile-n1470799-koudinov-mikhail.htm
KOUMA Sebastien,KOUMA S,Male,00:00.0,DIJON,France,Mali,MLI,Swimming,SWM,DIJON,France,,../../../en/results/swimming/athlete-profile-n1370459-kouma-sebastien.htm
KOUMI EL NOUR Sadam Suliman,KOUMI EL NOUR SS,Male,00:00.0,,,Sudan,SUD,Athletics,ATH,BIRMINGHAM,Great Britain,,../../../en/results/athletics/athlete-profile-n1292111-koumi-el-nour-sadam-suliman.htm
KOUNTA Muhammad,KOUNTA M,Male,00:00.0,,,France,FRA,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1391399-kounta-muhammad.htm
KOUTSOYANOPULOS Giulia,KOUTSOYANOPULOS G,Female,00:00.0,"MISSION VIEJO, CA",United States of America,Italy,ITA,Baseball/Softball,BSB,,,1.72/5'7'',../../../en/results/baseball-softball/athlete-profile-n1325533-koutsoyanopulos-giulia.htm
KOVACOCY Marian,KOVACOCY M,Male,00:00.0,TRNAVA,Slovakia,Slovakia,SVK,Shooting,SHO,,,,../../../en/results/shooting/athlete-profile-n1379820-kovacocy-marian.htm
KOVACS Barbara,KOVACS B,Female,00:00.0,BEKESCSABA,Hungary,Hungary,HUN,Athletics,ATH,BEKESCSABA,Hungary,,../../../en/results/athletics/athlete-profile-n1311704-kovacs-barbara.htm
KOVACS Benedek,KOVACS B,Male,00:00.0,BUDAPEST,Hungary,Hungary,HUN,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1365876-kovacs-benedek.htm
KOVACS Joe,KOVACS J,Male,00:00.0,"BETHLEHEM, PA",United States of America,United States of America,USA,Athletics,ATH,"POWELL, OH",United States of America,,../../../en/results/athletics/athlete-profile-n1458206-kovacs-joe.htm
KOVACS Sarolta,KOVACS S,Female,00:00.0,TAPOLCA,Hungary,Hungary,HUN,Modern Pentathlon,MPN,SZEKESFEHERVAR,Hungary,,../../../en/results/modern-pentathlon/athlete-profile-n1314351-kovacs-sarolta.htm
KOVACS Zsofia,KOVACS Z,Female,00:00.0,DUNAUJVAROS,Hungary,Hungary,HUN,Artistic Gymnastics,GAR,,,1.57/5'1'',../../../en/results/artistic-gymnastics/athlete-profile-n1314027-kovacs-zsofia.htm
KOVACS Zsofia,KOVACS Z,Female,00:00.0,GYONGYOS,Hungary,,HUN,Triathlon,TRI,BUDAPEST,Hungary,,../../../en/results/triathlon/athlete-profile-n1367278-kovacs-zsofia.htm
KOVACSICS Aniko,KOVACSICS A,Female,00:00.0,NAGYATAD,Hungary,Hungary,HUN,Handball,HBL,BUDAPEST,Hungary,1.70/5'6'',../../../en/results/handball/athlete-profile-n1309511-kovacsics-aniko.htm
KOVALOV Stanislav,KOVALOV S,Male,00:00.0,KHERSON,Ukraine,Ukraine,UKR,Rowing,ROW,KIEV,Ukraine,,../../../en/results/rowing/athlete-profile-n1432202-kovalov-stanislav.htm
KOVAR Jiri,KOVAR J,Male,00:00.0,ZLIN,Czech Republic,Italy,ITA,Volleyball,VVO,CIVITANOVA MARCHE,Italy,2.02/6'7'',../../../en/results/volleyball/athlete-profile-n1343463-kovar-jiri.htm
KOVTUN Illia,KOVTUN I,Male,00:00.0,CHERKASY,Ukraine,Ukraine,UKR,Artistic Gymnastics,GAR,CHERKASY,Ukraine,,../../../en/results/artistic-gymnastics/athlete-profile-n1478462-kovtun-illia.htm
KOWALCZUK Aleksandra,KOWALCZUK A,Female,00:00.0,HRUBIESZOW,Poland,Poland,POL,Taekwondo,TKW,OLSZTYN,Poland,,../../../en/results/taekwondo/athlete-profile-n1312362-kowalczuk-aleksandra.htm
KOWALCZYK Julia,KOWALCZYK J,Female,00:00.0,,,Poland,POL,Judo,JUD,,,,../../../en/results/judo/athlete-profile-n1308048-kowalczyk-julia.htm
KOWALSKI Jerzy,KOWALSKI J,Male,00:00.0,,,Poland,POL,Rowing,ROW,TORUN,Poland,1.83/6'0'',../../../en/results/rowing/athlete-profile-n1316422-kowalski-jerzy.htm
KOWALUK Dariusz,KOWALUK D,Male,00:00.0,,Poland,Poland,POL,Athletics,ATH,WARSAW,Poland,1.88/6'2'',../../../en/results/athletics/athlete-profile-n1324407-kowaluk-dariusz.htm
KOWPLOS Katarina Rose,KOWPLOS KR,Female,00:00.0,,,Australia,AUS,Shooting,SHO,"ADELAIDE, SA",Australia,1.50/4'11'',../../../en/results/shooting/athlete-profile-n1349671-kowplos-katarina-rose.htm
KOZAK Danuta,KOZAK D,Female,00:00.0,BUDAPEST,Hungary,Hungary,HUN,Canoe Sprint,CSP,,,1.68/5'6'',../../../en/results/canoe-sprint/athlete-profile-n1302981-kozak-danuta.htm
KOZAK Luca,KOZAK L,Female,00:00.0,DEBRECEN,Hungary,Hungary,HUN,Athletics,ATH,DEBRECEN,Hungary,,../../../en/results/athletics/athlete-profile-n1311705-kozak-luca.htm
KOZAKIEWICZ Jan,KOZAKIEWICZ J,Male,00:00.0,,,Poland,POL,Swimming,SWM,WARSAW,Poland,,../../../en/results/swimming/athlete-profile-n1751065-kozakiewicz-jan.htm
KOZENIESKY Lucas,KOZENIESKY L,Male,00:00.0,"METAIRIE, LA",United States of America,United States of America,USA,Shooting,SHO,"COLORADO SPRINGS, CO",United States of America,1.80/5'10'',../../../en/results/shooting/athlete-profile-n1335374-kozeniesky-lucas.htm
KOZIK Yulia,KOZIK Y,Female,00:00.0,,,ROC,ROC,3x3 Basketball,BK3,MOSCOW,Russian Federation,1.76/5'9'',../../../en/results/3x3-basketball/athlete-profile-n1431897-kozik-yulia.htm
KOZMA Dominik,KOZMA D,Male,00:00.0,DUNFERMLINE,Great Britain,Hungary,HUN,Swimming,SWM,BUDAPEST,Hungary,,../../../en/results/swimming/athlete-profile-n1365877-kozma-dominik.htm
KOZOROG Alja,KOZOROG A,Female,00:00.0,,Slovenia,Slovenia,SLO,Canoe Slalom,CSL,SLOVENIA,,,../../../en/results/canoe-slalom/athlete-profile-n1429343-kozorog-alja.htm
KOZUBEK Matej,KOZUBEK M,Male,00:00.0,,,Czech Republic,CZE,Marathon Swimming,OWS,PRAGUE,Czech Republic,1.83/6'0'',../../../en/results/marathon-swimming/athlete-profile-n1400491-kozubek-matej.htm
KOZUCH Margareta,KOZUCH M,Female,00:00.0,HAMBURG,Germany,Germany,GER,Beach Volleyball,VBV,HAMBURG,Germany,1.88/6'2'',../../../en/results/beach-volleyball/athlete-profile-n1305424-kozuch-margareta.htm
KOZUKA Miki,KOZUKA M,Female,00:00.0,NIKKO,Japan,Japan,JPN,Hockey,HOC,NIKKO,Japan,,../../../en/results/hockey/athlete-profile-n1316909-kozuka-miki.htm
KOZUL Deni,KOZUL D,Male,00:00.0,,,Slovenia,SLO,Table Tennis,TTE,,,,../../../en/results/table-tennis/athlete-profile-n1429443-kozul-deni.htm
KOZYREV Sergei,KOZYREV S,Male,00:00.0,,,ROC,ROC,Wrestling,WRE,CHEBOKSARY,Russian Federation,,../../../en/results/wrestling/athlete-profile-n1436311-kozyrev-sergei.htm
KRAFZIK Carolina,KRAFZIK C,Female,00:00.0,,,Germany,GER,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1347295-krafzik-carolina.htm
KRAJEWSKI Julia,KRAJEWSKI J,Female,00:00.0,LANGENHAGEN,Germany,Germany,GER,Equestrian,EQU,WARENDORF,Germany,,../../../en/results/equestrian/athlete-profile-n1346461-krajewski-julia.htm
KRAJICEK Austin,KRAJICEK A,Male,00:00.0,"TAMPA, FL",United States of America,United States of America,USA,Tennis,TEN,,,1.88/6'2'',../../../en/results/tennis/athlete-profile-n1323746-krajicek-austin.htm
KRAJISNIK Tina,KRAJISNIK T,Female,00:00.0,SARAJEVO,Bosnia and Herzegovina,Serbia,SRB,Basketball,BKB,,,1.90/6'2'',../../../en/results/basketball/athlete-profile-n1344248-krajisnik-tina.htm
KRALJEV Milka,KRALJEV M,Female,00:00.0,TIGRE,Argentina,Argentina,ARG,Rowing,ROW,TIGRE,Argentina,,../../../en/results/rowing/athlete-profile-n1362600-kraljev-milka.htm
KRAMARENKO Yana,KRAMARENKO Y,Female,00:00.0,,,Israel,ISR,Rhythmic Gymnastics,GRY,,,,../../../en/results/rhythmic-gymnastics/athlete-profile-n1279942-kramarenko-yana.htm
KRAMER Andreas,KRAMER A,Male,00:00.0,PARTILLE,Sweden,Sweden,SWE,Athletics,ATH,PARTILLE,Sweden,,../../../en/results/athletics/athlete-profile-n1449177-kramer-andreas.htm
KRAMER Mathilde U.,KRAMER MU,Female,00:00.0,,,Denmark,DEN,Athletics,ATH,COPENHAGEN,Denmark,,../../../en/results/athletics/athlete-profile-n1366597-kramer-mathilde-u-.htm
KRAMPL Mia,KRAMPL M,Female,00:00.0,,,Slovenia,SLO,Sport Climbing,CLB,,,1.63/5'4'',../../../en/results/sport-climbing/athlete-profile-n1429445-krampl-mia.htm
