medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,athlete_link,country_code,event,country,sport
Silver,2,,HEURTEL T,HEURTEL Thomas,M,../../../en/results/basketball/athlete-profile-n1337828-heurtel-thomas.htm,FRA,Men,France,Basketball
Silver,2,,NTILIKINA F,NTILIKINA Frank,M,../../../en/results/basketball/athlete-profile-n1337831-ntilikina-frank.htm,FRA,Men,France,Basketball
Silver,2,,de COLO N,de COLO Nando,M,../../../en/results/basketball/athlete-profile-n1337834-de-colo-nando.htm,FRA,Men,France,Basketball
Silver,2,,FOURNIER E,FOURNIER Evan,M,../../../en/results/basketball/athlete-profile-n1337835-fournier-evan.htm,FRA,Men,France,Basketball
Silver,2,,BATUM N,BATUM Nicolas,M,../../../en/results/basketball/athlete-profile-n1337839-batum-nicolas.htm,FRA,Men,France,Basketball
Silver,2,,LUWAWU CABARROT T,LUWAWU CABARROT Timothe,M,../../../en/results/basketball/athlete-profile-n1337842-luwawu-cabarrot-timothe.htm,FRA,Men,France,Basketball
Silver,2,,YABUSELE G,YABUSELE Guerschon,M,../../../en/results/basketball/athlete-profile-n1337852-yabusele-guerschon.htm,FRA,Men,France,Basketball
Silver,2,,FALL M,FALL Moustapha,M,../../../en/results/basketball/athlete-profile-n1337853-fall-moustapha.htm,FRA,Men,France,Basketball
Silver,2,,GOBERT R,GOBERT Rudy,M,../../../en/results/basketball/athlete-profile-n1337854-gobert-rudy.htm,FRA,Men,France,Basketball
Silver,2,,POIRIER V,POIRIER Vincent,M,../../../en/results/basketball/athlete-profile-n1337858-poirier-vincent.htm,FRA,Men,France,Basketball
Bronze,3,,GREEN J,GREEN Josh,M,../../../en/results/basketball/athlete-profile-n1326472-green-josh.htm,AUS,Men,,Basketball
Bronze,3,,BAYNES A,BAYNES Aron,M,../../../en/results/basketball/athlete-profile-n1326474-baynes-aron.htm,AUS,Men,,Basketball
Bronze,3,,DELLAVEDOVA M,DELLAVEDOVA Matthew,M,../../../en/results/basketball/athlete-profile-n1326479-dellavedova-matthew.htm,AUS,Men,,Basketball
Bronze,3,,EXUM D,EXUM Dante,M,../../../en/results/basketball/athlete-profile-n1326481-exum-dante.htm,AUS,Men,,Basketball
Bronze,3,,GOULDING C,GOULDING Chris,M,../../../en/results/basketball/athlete-profile-n1326482-goulding-chris.htm,AUS,Men,,Basketball
Bronze,3,,INGLES J,INGLES Joe,M,../../../en/results/basketball/athlete-profile-n1326484-ingles-joe.htm,AUS,Men,,Basketball
Bronze,3,,KAY N,KAY Nic,M,../../../en/results/basketball/athlete-profile-n1326485-kay-nic.htm,AUS,Men,,Basketball
Bronze,3,,LANDALE J,LANDALE Jock,M,../../../en/results/basketball/athlete-profile-n1326486-landale-jock.htm,AUS,Men,,Basketball
Bronze,3,,MILLS P,MILLS Patty,M,../../../en/results/basketball/athlete-profile-n1326488-mills-patty.htm,AUS,Men,,Basketball
Bronze,3,,THYBULLE M,THYBULLE Matisse,M,../../../en/results/basketball/athlete-profile-n1326490-thybulle-matisse.htm,AUS,Men,,Basketball
Bronze,3,,REATH D,REATH Duop Thomas,M,../../../en/results/basketball/athlete-profile-n1483479-reath-duop-thomas.htm,AUS,Men,,Basketball
Bronze,3,,SOBEY N,SOBEY Nathan,M,../../../en/results/basketball/athlete-profile-n1729970-sobey-nathan.htm,AUS,Men,,Basketball
Gold,1,,MOL AB,MOL Anders Berntsen,M,../../../en/results/beach-volleyball/athlete-profile-n1343608-mol-anders-berntsen.htm,NOR,Men,Norway,Beach Volleyball
Gold,1,,SORUM CS,SORUM Christian Sandlie,M,../../../en/results/beach-volleyball/athlete-profile-n1343609-sorum-christian-sandlie.htm,NOR,Men,Norway,Beach Volleyball
Silver,2,,KRASILNIKOV V,KRASILNIKOV Viacheslav,M,../../../en/results/beach-volleyball/athlete-profile-n1428871-krasilnikov-viacheslav.htm,ROC,Men,ROC,Beach Volleyball
Silver,2,,STOYANOVSKIY O,STOYANOVSKIY Oleg,M,../../../en/results/beach-volleyball/athlete-profile-n1428872-stoyanovskiy-oleg.htm,ROC,Men,ROC,Beach Volleyball
Bronze,3,,YOUNOUSSE C,YOUNOUSSE Cherif,M,../../../en/results/beach-volleyball/athlete-profile-n1435321-younousse-cherif.htm,QAT,Men,Qatar,Beach Volleyball
Bronze,3,,TIJAN A,TIJAN Ahmed,M,../../../en/results/beach-volleyball/athlete-profile-n1435323-tijan-ahmed.htm,QAT,Men,Qatar,Beach Volleyball
Gold,1,,YAFAI G,YAFAI Galal,M,../../../en/results/boxing/athlete-profile-n1443515-yafai-galal.htm,GBR,Men's Fly (48-52kg),Great Britain,Boxing
Silver,2,,PAALAM C,PAALAM Carlo,M,../../../en/results/boxing/athlete-profile-n1464302-paalam-carlo.htm,PHI,Men's Fly (48-52kg),Philippines,Boxing
Gold,1,,SOUSA H,SOUSA Hebert,M,../../../en/results/boxing/athlete-profile-n1320482-sousa-hebert.htm,BRA,Men's Middle (69-75kg),Brazil,Boxing
Silver,2,,KHYZHNIAK O,KHYZHNIAK Oleksandr,M,../../../en/results/boxing/athlete-profile-n1477669-khyzhniak-oleksandr.htm,UKR,Men's Middle (69-75kg),Ukraine,Boxing
Gold,1,,KRASTEVA SZ,KRASTEVA Stoyka Zhelyazkova,W,../../../en/results/boxing/athlete-profile-n1328469-krasteva-stoyka-zhelyazkova.htm,BUL,Women's Fly (48-51kg),Bulgaria,Boxing
Silver,2,,CAKIROGLU BN,CAKIROGLU Buse Naz,W,../../../en/results/boxing/athlete-profile-n1378429-cakiroglu-buse-naz.htm,TUR,Women's Fly (48-51kg),Turkey,Boxing
Gold,1,,SURMENELI B,SURMENELI Busenaz,W,../../../en/results/boxing/athlete-profile-n1378436-surmeneli-busenaz.htm,TUR,Women's Welter (64-69kg),Turkey,Boxing
Silver,2,,GU H,GU Hong,W,../../../en/results/boxing/athlete-profile-n1306086-gu-hong.htm,CHN,Women's Welter (64-69kg),People's Republic of China,Boxing
Gold,1,,QUEIROZ dos SANTOS,QUEIROZ dos SANTOS Isaquias,M,../../../en/results/canoe-sprint/athlete-profile-n1329188-queiroz-dos-santos-isaquias.htm,BRA,Men's Canoe Single 1000m,Brazil,Canoe Sprint
Silver,2,,LIU H,LIU Hao,M,../../../en/results/canoe-sprint/athlete-profile-n1324788-liu-hao.htm,CHN,Men's Canoe Single 1000m,People's Republic of China,Canoe Sprint
Bronze,3,,TARNOVSCHI S,TARNOVSCHI Serghei,M,../../../en/results/canoe-sprint/athlete-profile-n1382333-tarnovschi-serghei.htm,MDA,Men's Canoe Single 1000m,Republic of Moldova,Canoe Sprint
Gold,1,,LEMKE M,LEMKE Max,M,../../../en/results/canoe-sprint/athlete-profile-n1333353-lemke-max.htm,GER,Men's Kayak Four 500m,Germany,Canoe Sprint
Gold,1,,LIEBSCHER T,LIEBSCHER Tom,M,../../../en/results/canoe-sprint/athlete-profile-n1333354-liebscher-tom.htm,GER,Men's Kayak Four 500m,Germany,Canoe Sprint
Gold,1,,RAUHE R,RAUHE Ronald,M,../../../en/results/canoe-sprint/athlete-profile-n1333358-rauhe-ronald.htm,GER,Men's Kayak Four 500m,Germany,Canoe Sprint
Gold,1,,RENDSCHMIDT M,RENDSCHMIDT Max,M,../../../en/results/canoe-sprint/athlete-profile-n1333359-rendschmidt-max.htm,GER,Men's Kayak Four 500m,Germany,Canoe Sprint
Silver,2,,AREVALO C,AREVALO Carlos,M,../../../en/results/canoe-sprint/athlete-profile-n1358213-arevalo-carlos.htm,ESP,Men's Kayak Four 500m,Spain,Canoe Sprint
Silver,2,,CRAVIOTTO S,CRAVIOTTO Saul,M,../../../en/results/canoe-sprint/athlete-profile-n1358222-craviotto-saul.htm,ESP,Men's Kayak Four 500m,Spain,Canoe Sprint
Silver,2,,GERMADE R,GERMADE Rodrigo,M,../../../en/results/canoe-sprint/athlete-profile-n1358236-germade-rodrigo.htm,ESP,Men's Kayak Four 500m,Spain,Canoe Sprint
Silver,2,,WALZ M,WALZ Marcus,M,../../../en/results/canoe-sprint/athlete-profile-n1358266-walz-marcus.htm,ESP,Men's Kayak Four 500m,Spain,Canoe Sprint
Bronze,3,,BALAZ S,BALAZ Samuel,M,../../../en/results/canoe-sprint/athlete-profile-n1387273-balaz-samuel.htm,SVK,Men's Kayak Four 500m,Slovakia,Canoe Sprint
Bronze,3,,BOTEK A,BOTEK Adam,M,../../../en/results/canoe-sprint/athlete-profile-n1387275-botek-adam.htm,SVK,Men's Kayak Four 500m,Slovakia,Canoe Sprint
Bronze,3,,MYSAK D,MYSAK Denis,M,../../../en/results/canoe-sprint/athlete-profile-n1387294-mysak-denis.htm,SVK,Men's Kayak Four 500m,Slovakia,Canoe Sprint
Bronze,3,,VLCEK E,VLCEK Erik,M,../../../en/results/canoe-sprint/athlete-profile-n1387303-vlcek-erik.htm,SVK,Men's Kayak Four 500m,Slovakia,Canoe Sprint
Gold,1,,SUN M,SUN Mengya,W,../../../en/results/canoe-sprint/athlete-profile-n1324886-sun-mengya.htm,CHN,Women's Canoe Double 500m,People's Republic of China,Canoe Sprint
Gold,1,,XU S,XU Shixiao,W,../../../en/results/canoe-sprint/athlete-profile-n1324992-xu-shixiao.htm,CHN,Women's Canoe Double 500m,People's Republic of China,Canoe Sprint
Silver,2,,LUZAN L,LUZAN Liudmyla,W,../../../en/results/canoe-sprint/athlete-profile-n1334797-luzan-liudmyla.htm,UKR,Women's Canoe Double 500m,Ukraine,Canoe Sprint
Silver,2,,CHETVERIKOVA A,CHETVERIKOVA Anastasiia,W,../../../en/results/canoe-sprint/athlete-profile-n1334790-chetverikova-anastasiia.htm,UKR,Women's Canoe Double 500m,Ukraine,Canoe Sprint
Bronze,3,,VINCENT-LAPOINTE L,VINCENT-LAPOINTE Laurence,W,../../../en/results/canoe-sprint/athlete-profile-n1433179-vincent-lapointe-laurence.htm,CAN,Women's Canoe Double 500m,Canada,Canoe Sprint
Bronze,3,,VINCENT K,VINCENT Katie,W,../../../en/results/canoe-sprint/athlete-profile-n1433178-vincent-katie.htm,CAN,Women's Canoe Double 500m,Canada,Canoe Sprint
Gold,1,,BODONYI D,BODONYI Dora,W,../../../en/results/canoe-sprint/athlete-profile-n1301880-bodonyi-dora.htm,HUN,Women's Kayak Four 500m,Hungary,Canoe Sprint
Gold,1,,KOZAK D,KOZAK Danuta,W,../../../en/results/canoe-sprint/athlete-profile-n1302981-kozak-danuta.htm,HUN,Women's Kayak Four 500m,Hungary,Canoe Sprint
Gold,1,,CSIPES T,CSIPES Tamara,W,../../../en/results/canoe-sprint/athlete-profile-n1302771-csipes-tamara.htm,HUN,Women's Kayak Four 500m,Hungary,Canoe Sprint
Gold,1,,KARASZ A,KARASZ Anna,W,../../../en/results/canoe-sprint/athlete-profile-n1302870-karasz-anna.htm,HUN,Women's Kayak Four 500m,Hungary,Canoe Sprint
Silver,2,,LITVINCHUK M,LITVINCHUK Maryna,W,../../../en/results/canoe-sprint/athlete-profile-n1290419-litvinchuk-maryna.htm,BLR,Women's Kayak Four 500m,Belarus,Canoe Sprint
Silver,2,,MAKHNEVA M,MAKHNEVA Marharyta,W,../../../en/results/canoe-sprint/athlete-profile-n1290421-makhneva-marharyta.htm,BLR,Women's Kayak Four 500m,Belarus,Canoe Sprint
Silver,2,,PAPOK N,PAPOK Nadzeya,W,../../../en/results/canoe-sprint/athlete-profile-n1290422-papok-nadzeya.htm,BLR,Women's Kayak Four 500m,Belarus,Canoe Sprint
Silver,2,,KHUDZENKA V,KHUDZENKA Volha,W,../../../en/results/canoe-sprint/athlete-profile-n1290425-khudzenka-volha.htm,BLR,Women's Kayak Four 500m,Belarus,Canoe Sprint
Bronze,3,,NAJA K,NAJA Karolina,W,../../../en/results/canoe-sprint/athlete-profile-n1317117-naja-karolina.htm,POL,Women's Kayak Four 500m,Poland,Canoe Sprint
Bronze,3,,PULAWSKA A,PULAWSKA Anna,W,../../../en/results/canoe-sprint/athlete-profile-n1317114-pulawska-anna.htm,POL,Women's Kayak Four 500m,Poland,Canoe Sprint
Bronze,3,,ISKRZYCKA J,ISKRZYCKA Justyna,W,../../../en/results/canoe-sprint/athlete-profile-n1317116-iskrzycka-justyna.htm,POL,Women's Kayak Four 500m,Poland,Canoe Sprint
Bronze,3,,WISNIEWSKA H,WISNIEWSKA Helena,W,../../../en/results/canoe-sprint/athlete-profile-n1317098-wisniewska-helena.htm,POL,Women's Kayak Four 500m,Poland,Canoe Sprint
Gold,1,,HANSEN LN,HANSEN Lasse Norman,M,../../../en/results/cycling-track/athlete-profile-n1366655-hansen-lasse-norman.htm,DEN,Men's Madison,,Cycling Track
Gold,1,,MORKOV M,MORKOV Michael,M,../../../en/results/cycling-track/athlete-profile-n1366657-morkov-michael.htm,DEN,Men's Madison,,Cycling Track
Silver,2,,WALLS M,WALLS Matthew,M,../../../en/results/cycling-track/athlete-profile-n1474980-walls-matthew.htm,GBR,Men's Madison,Great Britain,Cycling Track
Silver,2,,HAYTER E,HAYTER Ethan,M,../../../en/results/cycling-track/athlete-profile-n1474952-hayter-ethan.htm,GBR,Men's Madison,Great Britain,Cycling Track
Bronze,3,,GRONDIN D,GRONDIN Donavan,M,../../../en/results/cycling-track/athlete-profile-n1398927-grondin-donavan.htm,FRA,Men's Madison,France,Cycling Track
Bronze,3,,THOMAS B,THOMAS Benjamin,M,../../../en/results/cycling-track/athlete-profile-n1398928-thomas-benjamin.htm,FRA,Men's Madison,France,Cycling Track
Gold,1,,CAO Y,CAO Yuan,M,../../../en/results/diving/athlete-profile-n1329531-cao-yuan.htm,CHN,Men's 10m Platform,People's Republic of China,Diving
Silver,2,,YANG J,YANG Jian,M,../../../en/results/diving/athlete-profile-n1329912-yang-jian.htm,CHN,Men's 10m Platform,People's Republic of China,Diving
Bronze,3,,DALEY T,DALEY Thomas,M,../../../en/results/diving/athlete-profile-n1444126-daley-thomas.htm,GBR,Men's 10m Platform,Great Britain,Diving
Gold,1,,von ECKERMANN H,von ECKERMANN Henrik,O,../../../en/results/equestrian/athlete-profile-n1436074-von-eckermann-henrik.htm,SWE,Jumping Team,Sweden,Equestrian
Gold,1,,BARYARD-JOHNSSON M,BARYARD-JOHNSSON Malin,O,../../../en/results/equestrian/athlete-profile-n1436075-baryard-johnsson-malin.htm,SWE,Jumping Team,Sweden,Equestrian
Gold,1,,FREDRICSON P,FREDRICSON Peder,O,../../../en/results/equestrian/athlete-profile-n1436076-fredricson-peder.htm,SWE,Jumping Team,Sweden,Equestrian
Silver,2,,SPRINGSTEEN J,SPRINGSTEEN Jessica,O,../../../en/results/equestrian/athlete-profile-n1451492-springsteen-jessica.htm,USA,Jumping Team,United States of America,Equestrian
Silver,2,,KRAUT L,KRAUT Laura,O,../../../en/results/equestrian/athlete-profile-n1451498-kraut-laura.htm,USA,Jumping Team,United States of America,Equestrian
Silver,2,,WARD M,WARD McLain,O,../../../en/results/equestrian/athlete-profile-n1451510-ward-mclain.htm,USA,Jumping Team,United States of America,Equestrian
Bronze,3,,DEVOS P,DEVOS Pieter,O,../../../en/results/equestrian/athlete-profile-n1393569-devos-pieter.htm,BEL,Jumping Team,Belgium,Equestrian
Bronze,3,,GUERY J,GUERY Jerome,O,../../../en/results/equestrian/athlete-profile-n1401970-guery-jerome.htm,BEL,Jumping Team,Belgium,Equestrian
Bronze,3,,WATHELET G,WATHELET Gregory,O,../../../en/results/equestrian/athlete-profile-n1401972-wathelet-gregory.htm,BEL,Jumping Team,Belgium,Equestrian
Gold,1,,CLAUDINHO,CLAUDINHO,M,../../../en/results/football/athlete-profile-n1409173-claudinho.htm,BRA,Men,Brazil,Football
Gold,1,,SANTOS,SANTOS,M,../../../en/results/football/athlete-profile-n1351460-santos.htm,BRA,Men,Brazil,Football
Gold,1,,ANTONY,ANTONY,M,../../../en/results/football/athlete-profile-n1351463-antony.htm,BRA,Men,Brazil,Football
Gold,1,,ABNER,ABNER,M,../../../en/results/football/athlete-profile-n1351464-abner.htm,BRA,Men,Brazil,Football
Gold,1,,BRENNO,BRENNO,M,../../../en/results/football/athlete-profile-n1351475-brenno.htm,BRA,Men,Brazil,Football
Gold,1,,FUCHS B,FUCHS Bruno,M,../../../en/results/football/athlete-profile-n1351476-fuchs-bruno.htm,BRA,Men,Brazil,Football
Gold,1,,GUIMARAES B,GUIMARAES Bruno,M,../../../en/results/football/athlete-profile-n1351478-guimaraes-bruno.htm,BRA,Men,Brazil,Football
Gold,1,,DOUGLAS LUIZ,DOUGLAS LUIZ,M,../../../en/results/football/athlete-profile-n1351499-douglas-luiz.htm,BRA,Men,Brazil,Football
Gold,1,,ALVES D,ALVES Dani,M,../../../en/results/football/athlete-profile-n1351502-alves-dani.htm,BRA,Men,Brazil,Football
Gold,1,,DIEGO CARLOS,DIEGO CARLOS,M,../../../en/results/football/athlete-profile-n1351503-diego-carlos.htm,BRA,Men,Brazil,Football
Gold,1,,ARANA G,ARANA Guilherme,M,../../../en/results/football/athlete-profile-n1351537-arana-guilherme.htm,BRA,Men,Brazil,Football
Gold,1,,MENINO G,MENINO Gabriel,M,../../../en/results/football/athlete-profile-n1351539-menino-gabriel.htm,BRA,Men,Brazil,Football
Gold,1,,MARTINELLI G,MARTINELLI Gabriel,M,../../../en/results/football/athlete-profile-n1351544-martinelli-gabriel.htm,BRA,Men,Brazil,Football
Gold,1,,LUCAO,LUCAO,M,../../../en/results/football/athlete-profile-n1351587-lucao.htm,BRA,Men,Brazil,Football
Gold,1,,CUNHA M,CUNHA Matheus,M,../../../en/results/football/athlete-profile-n1351612-cunha-matheus.htm,BRA,Men,Brazil,Football
Gold,1,,NINO,NINO,M,../../../en/results/football/athlete-profile-n1351613-nino.htm,BRA,Men,Brazil,Football
Gold,1,,MALCOM,MALCOM,M,../../../en/results/football/athlete-profile-n1351620-malcom.htm,BRA,Men,Brazil,Football
Gold,1,,MATHEUS HENRIQUE,MATHEUS HENRIQUE,M,../../../en/results/football/athlete-profile-n1351630-matheus-henrique.htm,BRA,Men,Brazil,Football
Gold,1,,PAULINHO,PAULINHO,M,../../../en/results/football/athlete-profile-n1351638-paulinho.htm,BRA,Men,Brazil,Football
Gold,1,,RICHARLISON,RICHARLISON,M,../../../en/results/football/athlete-profile-n1351643-richarlison.htm,BRA,Men,Brazil,Football
Gold,1,,REINIER,REINIER,M,../../../en/results/football/athlete-profile-n1351646-reinier.htm,BRA,Men,Brazil,Football
Gold,1,,GRACA R,GRACA Ricardo,M,../../../en/results/football/athlete-profile-n1351649-graca-ricardo.htm,BRA,Men,Brazil,Football
Silver,2,,ZUBIMENDI M,ZUBIMENDI Martin,M,../../../en/results/football/athlete-profile-n1402143-zubimendi-martin.htm,ESP,Men,Spain,Football
Silver,2,,GIL O,GIL Oscar,M,../../../en/results/football/athlete-profile-n1402148-gil-oscar.htm,ESP,Men,Spain,Football
Silver,2,,MINGUEZA O,MINGUEZA Oscar,M,../../../en/results/football/athlete-profile-n1402149-mingueza-oscar.htm,ESP,Men,Spain,Football
Silver,2,,ASENSIO M,ASENSIO Marco,M,../../../en/results/football/athlete-profile-n1328563-asensio-marco.htm,ESP,Men,Spain,Football
Silver,2,,CEBALLOS D,CEBALLOS Dani,M,../../../en/results/football/athlete-profile-n1328592-ceballos-dani.htm,ESP,Men,Spain,Football
Silver,2,,CUCURELLA M,CUCURELLA Marc,M,../../../en/results/football/athlete-profile-n1328604-cucurella-marc.htm,ESP,Men,Spain,Football
Silver,2,,GIL B,GIL Bryan,M,../../../en/results/football/athlete-profile-n1329209-gil-bryan.htm,ESP,Men,Spain,Football
Silver,2,,GONZALEZ P,GONZALEZ Pedri,M,../../../en/results/football/athlete-profile-n1329220-gonzalez-pedri.htm,ESP,Men,Spain,Football
Silver,2,,FERNANDEZ A,FERNANDEZ Alvaro,M,../../../en/results/football/athlete-profile-n1329251-fernandez-alvaro.htm,ESP,Men,Spain,Football
Silver,2,,TORRES P,TORRES Pau,M,../../../en/results/football/athlete-profile-n1329258-torres-pau.htm,ESP,Men,Spain,Football
Silver,2,,GARCIA E,GARCIA Eric,M,../../../en/results/football/athlete-profile-n1329269-garcia-eric.htm,ESP,Men,Spain,Football
Silver,2,,MERINO M,MERINO Mikel,M,../../../en/results/football/athlete-profile-n1332360-merino-mikel.htm,ESP,Men,Spain,Football
Silver,2,,MIR R,MIR Rafa,M,../../../en/results/football/athlete-profile-n1332363-mir-rafa.htm,ESP,Men,Spain,Football
Silver,2,,MIRANDA J,MIRANDA Juan,M,../../../en/results/football/athlete-profile-n1332365-miranda-juan.htm,ESP,Men,Spain,Football
Silver,2,,MONCAYOLA J,MONCAYOLA Jon,M,../../../en/results/football/athlete-profile-n1332368-moncayola-jon.htm,ESP,Men,Spain,Football
Silver,2,,OLMO D,OLMO Dani,M,../../../en/results/football/athlete-profile-n1332399-olmo-dani.htm,ESP,Men,Spain,Football
Silver,2,,OYARZABAL M,OYARZABAL Mikel,M,../../../en/results/football/athlete-profile-n1332402-oyarzabal-mikel.htm,ESP,Men,Spain,Football
Silver,2,,PUADO J,PUADO Javier,M,../../../en/results/football/athlete-profile-n1334645-puado-javier.htm,ESP,Men,Spain,Football
Silver,2,,SIMON U,SIMON Unai,M,../../../en/results/football/athlete-profile-n1334742-simon-unai.htm,ESP,Men,Spain,Football
Silver,2,,SOLER C,SOLER Carlos,M,../../../en/results/football/athlete-profile-n1334746-soler-carlos.htm,ESP,Men,Spain,Football
Silver,2,,VALLEJO J,VALLEJO Jesus,M,../../../en/results/football/athlete-profile-n1334762-vallejo-jesus.htm,ESP,Men,Spain,Football
Silver,2,,VILLAR I,VILLAR Ivan,M,../../../en/results/football/athlete-profile-n1334773-villar-ivan.htm,ESP,Men,Spain,Football
Bronze,3,,MARTIN H,MARTIN Henry,M,../../../en/results/football/athlete-profile-n1409218-martin-henry.htm,MEX,Men,Mexico,Football
Bronze,3,,MALAGON L,MALAGON Luis,M,../../../en/results/football/athlete-profile-n1452204-malagon-luis.htm,MEX,Men,Mexico,Football
Bronze,3,,ANGULO R,ANGULO Ricardo,M,../../../en/results/football/athlete-profile-n1452249-angulo-ricardo.htm,MEX,Men,Mexico,Football
